GenotypeID,DaysToPollen_NEmean,DaysToSilk_NEmean,RootLodgingPct_NEmean,StalkLodgingPct_NEmean,LeafAngle_NEmean,PoorGerm_NEmean,PotentialPollenContamination_NEmean,EarsPerPlant_NEmean,CobWeightGrams_NEmean,HundredKernelMassGrams_NEmean,GrainPercentMoisture_NEmean,EarLengthCM_NEmean,EarWidthCM_NEmean,EarFilledLengthCM_NEmean,KernelRowNumber_NEmean,KernelsPerRow_NEmean,PercentFill_NEmean,SouthernRustSeverityScore_NEmean,LeafAreaIndex_NEmean,LeafLengthCM_NEmean,LeafWidthCM_NEmean,PlantHeightCM_NEmean,NodesWithBraceRoots_NEmean,TillersPerPlant_NEmean,BranchesPerTassel_NEmean,TasselLengthCM_NEmean,BranchZoneLengthCM_NEmean,TasselSpikeLengthCM_NEmean,TotalGrainMassGrams_NEmean,LeafNumber_NEmean
PHR55,76,77,5,0,19.05,0,0.5,0.9375,15.175,18.56,NA,13.705,4,12.75,15.83,26.415,93,1.75,3.695,81.5,8.25,179,0.83,0,12.165,32.35,8.58,23.765,471.1,14.2925
PHR58,76,77.5,75,0,22.7,0,0,1,23.47,24.18,8.3,18.295,4.04,16.21,13.165,36.25,88.45,1,3.23,74.375,9.1,195.75,1.5,0,6.5,40.735,8.885,31.85,811.45,14.21
PHR61,75.5,76,0,0,31.65,0,0,1,14.055,22.64,7.3,14.165,3.71,13.33,13.67,28.5,94.1,3.25,3.865,76.375,9.075,205.25,0.665,0,2.335,32.25,4.7,27.55,663.7,14.875
PHR62,70,74,25,0,31.9,0,0,1,24.715,24.695,7.6,15.42,4.71,14.96,15.25,31.335,97,3,3.515,78.625,8.95,192,1.5,0,9.835,37.185,14.465,22.72,810.7,13.415
PHR63,72.5,77,0,0,27.5,0,0,1,16.165,23.3,8.35,14.5,4.085,14.125,16.085,28.92,97.5,1.5,4.12,74.1,9.125,160.75,1,0,5.33,34.7,8.615,26.08,630.5,13
PHRE1,63,62.5,0,0,41,0.5,0,1,14.745,24.29,7.95,13.375,4,13.04,14.835,25.33,97.55,2.75,3.26,62.95,7.325,149,2,0,2.835,28.75,4.15,24.6,567.25,12.6675
PHT10,76,77,40,0,16.2,0,0,1,13.915,24.595,8.4,14.795,3.75,13.665,15.085,25.415,92.35,2,3.795,77.875,7.65,200,1.335,0,8.165,30.45,9.165,21.28,621.4,13.835
PHT11,72.5,74,5,25,25.9,0,0,1,17.04,24.91,8.9,16.375,3.79,15.58,14.75,29.25,95.15,3.5,2.59,82.25,8.925,226,0.835,0,2.665,32.95,2.98,29.97,731.75,15.0825
PHT22,74.5,77,0,0,28.45,0,0,1,19.665,24.44,8.05,14.08,4.375,13.29,14,27.75,94.4,2.75,4.245,75.75,9.3175,173,1,0,7,34.8,7.885,26.92,705.85,13.375
PHT47,73,76,0,2,19.2,0,0,1,17.66,32.29,8.9,18.42,4,16,14.17,24.67,86.9,2,3.05,84,8.35,202.5,1.33,0,3.33,35.23,7.27,27.97,772.4,14.665
PHT55,78,81,25,0.5,15.6,0,0,1,15.265,22.41,NA,14.915,3.67,14.08,14.5,27.33,94.65,2.75,2.9,80.375,8.925,203.75,1.5,0,5.5,34.4,7.9,26.5,529.7,14.3325
PHT60,71.5,72,25,0,41.2,0,0.5,1,16.25,29.29,NA,13.625,3.955,13.125,12.335,23.75,96.35,2.5,3.97,78,8.775,172.75,1.165,0,2.67,31.5,5.115,26.385,537.55,12.7925
PHT69,69,71.5,0,2.5,32.5,0,0,1,16.635,28.52,8.25,14.835,3.75,14.46,13.585,26.67,97.5,2,3.22,74.125,7.775,170,1.5,0,2.665,30.7,4.82,25.885,751.15,13.5
PHT77,70,72,0,2.5,18.8,0,0,1,17.64,21.015,7.85,17.335,4,16.415,12,34.665,94.65,3,3.435,72.25,8.95,188.75,1.835,0,2.67,35,7.62,27.385,685.9,13.25
PHTD5,64.5,64.5,1,0,NA,0,0,1,8.16,23.045,NA,11.915,3.67,11.46,13.665,24.665,96.2,3.25,3.86,68,7.375,149,1.165,0,10.5,30.35,9.165,21.18,490.05,11.6675
PHTE4,67.5,68.5,12.5,45,NA,0,0,1,12.085,18.13,NA,13.25,3.75,12.96,13.835,29.835,97.75,1.25,3.12,68.125,6.6,165.5,0.335,0,3.835,38.435,8.315,30.12,515,12.3325
PHTM9,66,66,0,0,NA,0,0.5,1,8.865,25.57,8.55,12.29,3.205,11.875,13.165,25.585,96.55,NA,3.465,73.125,8.3,180.75,1,0,3,30.185,9.365,20.82,579.35,12
PHV07,76,77.5,0,0,22.2,0,0,1,11.51,22.05,NA,15.04,3.765,14,12.58,28.25,92.95,1.25,3.78,70,8.075,166.25,0.5,0,1,32.3,1.435,30.865,498.85,14.29
PHV37,71,72,0,0,50.5,0,0,1.125,17.15,28.12,8.9,13,3.92,12.58,15.33,22.5,96.8,2,4.38,79.75,8,181.5,1.67,0,3.33,36.13,3.33,32.8,734.1,14.165
PHV53,77.5,81,0,2.5,27.35,0,0,1,11.34,25.91,NA,14.625,4,13.875,12.085,25.25,94.85,1.25,4.21,92.75,9.725,200.25,1,0,7,50.485,18.83,31.65,472.95,13.9175
PHV57,66.5,67,0,0.5,35.9,0,0,1,18.54,27.37,7.95,13.92,3.79,13.045,12.92,27.415,93.7,2.75,4.725,76.75,9.2,161.75,1.335,0,11.5,29.13,8.565,20.565,675,12.9575
PHV63,75.5,78,50,0,19.85,0,0,1,17.4,18.545,8.6,15.585,3.835,13.915,14,32.165,89.15,1.75,3.73,89.375,7.05,176.25,1,0,7.5,33.915,9.615,24.3,636.05,14.125
PHV78,76,82,5,2.5,17.4,0,0,0.9375,19.895,27.505,8.4,12.875,4.375,12.25,14.835,21.83,95.15,2.25,2.76,75,9.025,199.25,0.5,0,11.665,42.53,14.985,27.55,576,12.7075
PHVA9,68.5,70,0,0,28.65,0,0,1,15.05,26.4,8.65,14.375,4.17,13.335,13.92,26.665,92.75,1.25,3.905,78.625,9.275,188.75,1,0,2.835,34.26,7.085,27.175,690.95,12.625
PHVJ4,64,64,0,0,35.35,0,0,1,15.17,23.57,7.95,14.54,3.67,13.085,12.67,20.75,90.1,3.75,2.9,76.875,7.825,173.25,1,0,4,31.65,8.335,23.315,474.6,11.9175
PHW03,67.5,67,2.5,2.5,23.4,0,0,1.0625,11.835,25.69,7.75,12.71,4,11.915,14.25,24.67,93.75,3.25,3.89,74.625,9.225,192,1.335,0.165,2.83,29.15,4.92,24.235,612.85,12.875
PHW06,62.5,64,0,1,NA,0,0,1,15.105,27.575,NA,10.085,3.335,10,11.75,19.915,99.15,NA,2.61,63.25,7.75,141,0.335,0,6.5,23.415,7.8,15.62,423.25,11
PHW17,73.5,75.5,0,15,13.05,0,0,1,13.95,22.885,8.3,12.585,3.96,10.415,15.835,22.33,82.7,2.25,2.86,79,7.275,214.25,1.33,0,5.835,26.515,8.05,18.465,693.1,15.165
PHW20,68,72,0,0,NA,0,0,1,14.71,21.315,8.65,14.415,4,13.625,16.17,24.835,94.55,2.5,3.165,72.625,7.725,186,1.335,0,4.83,31.365,5.485,25.88,622.35,13.75
PHW30,69.5,73.5,0,0,18.35,0,0,1,12.125,19.865,8.05,12.66,3.775,12.425,15.415,26.7,98.15,2.25,2.81,76,6.1,193,0.5,0,10,29.8,9.835,19.97,664.5,13.375
PHW43,70,72,0,0,41.55,0,0,1.0625,29.06,27.395,8.4,16.67,4.21,14.5,15.5,27.17,87.1,3,3.37,83.875,10.825,181.5,1.665,0,5,37.33,9.68,27.65,733.05,11.875
PHW51,77,78,0,1.5,36.4,0,0,1,16.98,25.5,8.25,15.79,3.835,13.705,13.585,27.165,86.85,2.25,3.655,69.125,8.3,180.25,1.165,0,6.335,26.93,7.115,19.815,545.6,15.165
PHW52,72,75.5,0,0,33.75,0,0,1,14.295,22.525,8.4,17.29,4.04,15.585,15.835,30.335,90.1,3.5,3.55,75.625,8.05,163.75,1.165,0,6.415,39.175,10.535,28.64,690.55,13.5425
PHW53,74,75.5,0,2.5,28.3,0,0,1,17.18,24.11,8,13.795,3.79,13.46,15.5,26.165,97.6,1.5,4.25,75.25,8.575,158.5,1.335,0,8.5,31.785,9.285,22.5,620.6,14.5425
PHW80,71,71.5,0,35,23.9,0,0,1.0625,14.14,18.96,NA,12.045,3.835,11.125,14.17,27.25,92.3,3.25,3.53,58.25,8.825,173.75,0.835,0,6.5,28.965,7.17,21.8,506.4,12.7075
PHW86,66,69,0,0,29.2,0,0,1,11.195,25.155,8.05,14,3.835,13,13.665,25.42,92.85,2,3.46,73.5,8.125,154.75,1.165,0,10.165,24.65,5.565,19.085,654.15,12.21
PHWG5,76.5,78.5,95,0,21.3,0,0,1,18.23,19.795,8.7,16.29,4.125,14.33,13.75,35.415,87.95,1.25,3.66,81.625,9.725,178,0.835,0,4.665,35.085,6.92,28.165,656.9,13.9575
PHWRZ,71,71,20,0,30,0,0,1,11,26.84,7.95,15.875,3.46,15.705,13.5,28.25,98.95,3.75,3.44,73.375,10.25,165,1.33,0.165,4.25,29.81,6.235,23.575,735.65,13.25
PHZ51,73,73.5,0,0,NA,0,0,1,18.195,26.085,NA,12.795,3.415,11.585,14,21.335,90.55,2,3.55,73.925,8.1,197,1.165,0,12.33,35.22,11.98,23.23,495.5,15.835
R101,71,76,0,80,40.5,0,0,1,20.89,27.98,NA,13.58,4,12.33,13.33,19.83,90.8,NA,3.65,75,8.15,189,1.33,0,11.67,32.33,9.33,23,377.5,14.25
R113,71,73,5,27.5,NA,0,0,1,20.78,26.635,8.6,15.33,4.085,14.21,14.5,23.335,92.8,2,3.98,70.375,9.3,161.25,0.5,0,20.665,27.58,10.085,17.5,563.85,13.75
R134,78,80.5,50,5,23.85,0,0,0.9375,17.345,27.255,9.45,12.83,3.75,11.335,14.75,19.25,88.55,2,3.925,78.625,9.125,214.25,1,0,25.17,34.285,14.915,19.37,521.35,15.4175
R177,72.5,78.5,0,0,34.1,0,0,1,15.565,30.945,NA,12.5,2.665,5.415,9.335,7.08,43.5,3,2.695,76.5,9.025,206.5,1.335,0,9.5,29.635,11.67,17.965,113.7,14.125
R181B,72,73,100,0,32.5,0,0,1,21.11,22.48,8.1,13,3.67,12.5,15,20.67,96.2,3.5,NA,94,8.65,189.5,0.67,0,7.67,37.77,7.63,30.13,472.5,13.5
R197,76,75,75,5,NA,0,0,1,10.41,26.55,9.1,13.585,3.75,11.915,11.58,25.165,87.7,2,3.47,80.5,8.7,192.75,2.165,0.335,13.5,35.185,12.8,22.38,532.2,14.0825
R225,79.5,81,25,55,30,0,0,1.125,11.26,25.68,8.05,10.415,3.665,9.79,13.665,18.08,94.05,2,4.035,90,7.125,212.75,1,0,17.335,33.6,13.065,20.535,468.25,17.4575
R226,77,77.5,75,62.5,38.2,0,0,1,12.715,22.19,8.15,13.42,4.5,13.085,16.165,27.915,97.55,2.5,NA,72.75,8.975,195,2.335,0,9.33,25.735,4.95,20.78,601,16.25
R227,77,83.5,25,2.5,35.85,0,0,1.0625,19.07,26.41,NA,15.46,3.705,11.375,13.335,21.085,73.55,1,4.89,92.625,10.375,197.5,1.335,0,7.17,28.9,10.05,18.85,481.9,14.75
R229,75,77,0,0,18.6,0,0,0.625,17.74,22.99,NA,13.4,3.6,11.3,15.6,26,84.3,0,2.88,77.75,8.3,183.5,2,0,7.33,32.6,9.13,23.47,402.6,14.835
R30,77,82,50,40,19.15,0,0,1,17.445,32.955,NA,14.54,4.165,13.75,13.25,24.915,94.65,0.75,3.965,83.5,7.775,181.75,0.835,0.165,15.5,31.97,12.85,19.12,572.55,14
R4,75,79,100,0,29.25,0,0,1,15.345,15.955,NA,15.71,3.415,15.08,14.92,29.42,96,1.5,NA,75.5,8.775,197.25,1.5,0,8.17,35.1,7.965,27.135,405.4,14.2925
R53,64.5,66,0,75,NA,0,0,1,8.285,23.895,NA,12.545,3.5,11,12.25,14.165,87.7,2.75,2.84,74.5,7.125,141.25,0.165,0,10.165,39.115,12.765,26.35,359.25,11.8325
R71,73,77,100,0,32.25,0,0,1,10.05,22.175,NA,12.29,3.75,11.335,13.915,19.415,92.1,3.5,4.725,83.375,7.95,155.5,1,0,18.33,24.17,10.55,13.615,370.8,13.46
R78,74.5,77,100,0,NA,0,0,1,9.94,21.585,NA,14.375,3.375,13.29,16,25.165,92.55,1.5,NA,82.75,8.775,159.75,0.165,0,20.835,32.135,13.3,18.83,511.6,13.5425
RS_710,63.5,65,0,0,47.3,0,0,1,12.27,24.34,NA,10.875,3.79,9.17,15.75,16.5,84.05,NA,2.87,62.375,9,140.75,1,0,4.5,21.4,4.1,17.3,435.75,12.1675
S_56,58.5,61.5,97.5,0,NA,0,0,1,8.13,24.915,NA,11.67,3.415,11.205,10.665,17.085,95.95,NA,3.15,74.875,7.4,118,0.835,0,5.165,29.85,8.75,21.1,282.75,9
S8324,66.5,69,1,0,22.75,0,0,1,10.66,26.665,8.4,11,3.96,10.875,15.915,21.75,98.8,3.75,3.11,71.325,8.3,159.75,1.75,0.165,8.92,21.775,8.63,13.14,623.6,12
S8326,75.5,79.5,100,0,29.45,0,0,1.0625,10.84,20.915,8.3,14.335,3.415,14,13,30.92,97.7,2,3.53,78.625,8.8,177.25,0.665,0,13.67,30.18,8.785,21.4,666.15,13.04
SD101,72,72,5,3.5,NA,0,0,1,19.425,29.3,7.55,13.355,4.165,12.71,16.125,25.75,95.15,1.75,4.245,71.75,8.4,168.25,1,0,10.835,26.985,6.8,20.185,564.95,13.875
SD102,71.5,74.5,0,2.5,28.6,0,0,1.125,10.88,18,8.15,11.585,3.25,10.205,13.67,26.335,88,1,3.75,69.125,8.325,143.5,1.5,0,5.335,26.215,5,21.22,532.25,12.875
SD15,70.5,72,100,47.5,NA,0,0,1,17.995,21.05,8.45,14.545,4.375,12.77,16.5,25.625,87.75,0.75,3.645,74,9.275,204,1.335,0,8.165,29.17,5.235,23.935,676.05,14.46
SD40,71,77,0,2.5,21.5,0,0,1,11.805,27.63,9.05,13.21,3.875,13.165,12.75,27.915,99.65,2.5,3.31,81.25,6.925,170.75,1,0,4.835,34.15,6.42,27.73,683.6,13.9175
SD42,70,72,100,0,NA,0,0,0.875,26.86,26.81,NA,10.92,4,10.67,15.17,18.17,97.7,1.5,NA,80.75,9.5,161.5,1.67,0,17.67,38.83,12.67,26.17,206.7,14.335
SD44,67.5,68,2.5,0,37.55,0,0,1,14.91,23.3,8.95,11.415,4.5,9.92,17.5,22.75,86.8,3.5,3.375,77.25,8.825,187.75,0.665,0,12.665,30.93,10.535,20.4,657.1,13.75
Seagull_Seventeen,72.5,76.5,0,5,34.8,0,0,1,12.26,30.85,8.6,19.04,3.71,18.08,10.665,33.835,95,2.25,NA,70,8.925,182.75,1.335,0,5.5,38.665,7.935,30.735,752.55,12.6675
Sg_1533,82,84,50,50,NA,0,0,1.25,7.985,15.92,NA,12.045,3.165,11.625,13.085,21.665,96.5,1,NA,72.125,7.925,NA,2.665,0,20.5,30.215,10.085,20.13,329.35,15.875
Sg_18,73.5,77,50,45,54.9,0,0,1.1875,18.465,12.045,7.85,13.54,3,11.875,18.335,29,87.7,1.5,4.025,87.625,6.325,190.75,1.165,0,13.665,34.12,11.07,23.05,460.55,14.4575
SG_30A,73,75,100,0,NA,0,0,1,4.33,10.76,NA,10.08,3,9.33,15,20,92.6,NA,NA,78,5.7,NA,6.33,0,23.67,35.63,13.43,22.2,203.3,16
T141,66,69,50,15,40.95,0,0.5,1.0625,16.225,21.31,7.65,16.165,3.375,14.585,12.75,32.92,90.45,2.5,3.47,78.25,8.4,189,1.5,0,14.33,27.615,9.4,18.215,671.1,16.125
T146,66.5,69,60,0,NA,0,0,1.125,3.93,15.64,NA,9.92,2.375,9.625,11.165,22.335,97,NA,2.445,55.625,6.575,120.25,1.165,0,21.165,26.135,12.815,13.32,219.85,12.165
T232,78,82,100,0,17.95,0,0,0.9375,9.705,28.56,NA,11.335,2.96,8.25,9.67,8.165,72.75,2.25,NA,80,7.725,198,1.165,0,19.67,31.615,12.25,19.365,175.2,13.4575
T242,65,70,0,40,NA,0,0,1,6.09,26.975,NA,12.5,2.625,8.875,8.17,12.92,71.7,NA,3.01,66.375,8.325,138,1.67,0.165,14.83,35.5,9.35,26.15,128.65,11.5825
T8,81,78.5,50,40,21.8,0,0,1,10.835,24.87,NA,14.46,3.085,13.54,10.25,24.835,93.7,1,NA,86.125,8.025,212.75,1.83,0,15.83,31.665,8.685,22.985,472.9,15.915
Tr,73,75,0,90,43.8,0,0,1,14.09,20.32,9,12,4.08,11.42,17.67,23,95.2,3,3.19,95.5,8.25,170.5,2,0,23.67,28.07,12.93,15.13,559,14.085
Tx303,85,89,100,0,21.75,0,0.5,1.1875,11.175,26.315,NA,12.99,3.685,11.54,13.535,23.285,88.1,2,NA,87.25,9.225,212.75,1.83,0.335,19.67,40.5,14.05,26.45,473.65,13.875
TZU-CHIAO-HSI-WU_105,75.5,76,100,45,NA,0,0.5,1.125,21.45,26.075,7.75,17.125,4.25,16.875,12.25,30.335,98.5,NA,NA,79.5,8.45,210.5,2,0,11.67,37.85,9.735,28.115,681.5,15.165
U_123,62,63,100,0,NA,0,0,1,7.7,15.24,NA,12.5,3.42,11.58,14.5,27.5,92.6,NA,NA,53,6.55,157.5,0,0,11,27.33,8.33,19,345.7,11.585
U267Y,84,93,97.5,0,32.3,0,0,0.875,12.51,35.95,NA,10.335,3.125,7.33,5.585,4.415,70,1.25,3.435,75.875,9,172,NA,NA,NA,NA,NA,NA,59.85,12.2075
Va102,72.5,77,0,10,28,0,0,0.875,23.295,32.225,NA,15.665,3.795,13.665,11.67,25.665,87.2,0.75,NA,72.625,10.025,176.25,1.335,0,9,39.05,9.9,29.15,530.65,12.625
Va14,77.5,86,0,1,30,0,0,0.9375,7.46,20.925,NA,11.08,2.98,8.81,10.33,11.5,79.35,1,4.28,81.375,8.225,163.5,1.335,0,14.335,37.37,10.735,26.635,64.4,14.29
Va22,77,79,100,0,36,0,0,1,16.75,22.14,NA,16.33,3.33,15.58,12.17,29,95.4,2.5,4.74,71.25,10.45,160,3.33,0,23,30.57,9.33,21.23,496.2,16.165
Va26,72,72,60,0,31.1,0,0,0.9375,21.65,28.695,8.8,14.79,4.5,13.75,14.335,29.415,92.95,2,NA,83.75,8.675,179,2.335,0,24,35.385,16.3,19.085,737.9,13.75
Va35,74.5,77,0,45,19.85,0,0,1,10.715,31.225,NA,11.625,3.625,11.46,11.165,21.5,98.55,3.5,3.915,69.125,8.225,169.5,0.835,0,7.165,33.7,9.115,24.58,471.25,14.875
Va38,74.5,76,100,25,28.4,0,0.5,0.9375,17.595,23.87,8.25,11.5,4.25,11.375,18.165,26.915,98.95,3.5,NA,77.75,7.825,177.25,0,0,13.335,28.5,6.285,22.215,677.7,14.2075
Va52,72,76,97.5,0,31.75,0,0,1,17.13,26.64,NA,12.625,4.045,10.67,14.665,19.415,84.55,2,NA,81.25,8.325,150.75,1.165,0,8.5,30.985,9.2,21.785,439.05,12.0825
Va59,74,79,2.5,1,21.9,0,0,1.0625,10.21,32.18,NA,10.705,3.75,10.375,11.085,20.25,96.9,0.75,3.655,74.875,7.95,163.25,1,0,13.335,30.53,9.115,21.415,421.4,12.04
Va85,76,77.5,50,47.5,35.9,0,0,1,17.25,25.675,7.8,17.165,3.665,15.915,12.67,29.165,92.7,1,NA,86.5,7.375,200.5,1.5,0,4.835,35.5,6.785,28.715,573.2,15.375
Va99,73,76,10,0,22.8,0,0,1,17.17,24.6,8.1,15.83,4,15.67,15.5,25.83,99,2,3.32,82.5,9.6,192,0.67,0,14.33,37.1,13.43,23.67,650.4,14
VaW6,73,77,0,5,32.5,0,0,1,13.39,28.99,NA,15.75,3.13,6.5,8.5,7.25,41.3,2,5.17,85.75,9.2,146.5,1,0,10.33,35,10.33,24.67,304.3,14.25
W117HT,64.5,66,0,0,NA,0,0,1,6.545,32.97,NA,10,3.665,8.295,12.42,12.415,81.7,NA,2.625,64.875,6.25,110.75,1.5,0,12,32.935,13.635,19.3,309.8,10.1675
W153R,65,65.5,50,50,NA,0,0,1,9.16,23.615,NA,11.46,3.5,11.25,13.25,24.335,98.2,NA,2.845,53.375,7.725,125.75,0.5,0,17,25.38,9.47,15.92,534.6,12.1675
W182B,64.5,64.5,100,30,NA,0,0,1,14.46,23.57,NA,16.045,3.17,14.545,12.835,29.25,90.6,NA,3.465,63.125,8.875,162.5,0.165,0,13.835,30.115,13.73,16.385,453.45,12.4575
W182BN,66,67,50,90,NA,0,0,1.0625,14.97,21.985,NA,14,3.415,13.25,13.17,23.585,94.7,NA,3.2,66.75,7.7,177.75,0.33,0,15.665,32.625,14.97,17.655,468.6,12.54
W182E,66.5,68,50,50,NA,0,0,1,9.58,21.85,NA,11.415,3.79,10.46,14.085,19,91.55,NA,2.98,65,9.225,151.25,1.5,0,9.665,29.25,10.22,19.035,413.95,12.9175
W22,71.5,75.5,55,15,NA,0,0,1,15.975,22.31,NA,14.665,4.085,13.25,15.085,24,90.4,2,3.855,73.25,8.525,160,2.165,0,13.665,29.22,11.465,17.75,478.1,13.875
W23,70,72.5,50,75,NA,0,0,1,11.345,14.99,8.4,12.83,3.58,12.75,15.165,29.75,99.4,NA,3.11,71,8.4,201,1.5,0,12.5,30.45,11.365,19.085,605.25,12.915
W24,72.5,76,100,0,NA,0,0,1,13.855,23.32,NA,13.5,3.71,13.045,13.08,27.08,96.6,2.5,NA,79.75,7.5,181,1.5,0,13.67,38.715,12.865,25.85,545.85,14.75
W32,72.5,75,0,55,45.5,0,0,1,14.31,22.035,7.75,14.5,3.875,13.75,16.835,25.165,94.8,1.75,4.165,69.875,9.2,170.5,1.165,0,15.665,29.985,8.45,21.535,533.25,15
W37A,65,67,100,25,NA,0,0,1.1875,15.505,26.55,7.8,15,3.375,13.335,12.415,26.75,89.15,1,NA,61.125,9.5,189.75,1.5,0,12.665,28.8,10.22,18.585,660.75,13.54
W552,67,71,0,45.5,44.4,0,0,1,12.71,29.2,NA,9.835,3.875,9.29,16.335,17.085,94.55,3.25,3.06,69,7.15,146,1.165,0,5.5,30.52,6.65,23.865,479.05,11.5
W601S,73,78,0,100,47.35,0,0,1,11.115,24.325,NA,11.585,3.085,11.25,10.42,19.67,97.15,2,3.135,71.5,8.6,140.25,1.165,0,9.67,30.95,8.73,22.215,335.15,12.0425
W602S,70,74.5,97.5,25,44.9,0,0,1,8.515,21.87,NA,10.04,3.54,9.875,13.33,20.415,98.35,2.25,4.03,63.625,7.475,159.75,1.5,0,8.5,27.865,9.18,18.685,425.25,13.2925
W603S,70,73,50,0,31.8,0,0,1.0625,16.34,20.08,8.35,14.875,3.875,14.5,12.835,32.75,97.5,2.75,3.595,80.25,7.975,161.5,1.5,0,5.17,36.6,8.52,28.085,582.55,12.1675
W604S,69,72,50,50,NA,0,0,1,14.445,31.56,NA,15.5,3.75,14.875,12.08,25,95.95,NA,3.37,79,7.925,171,1.335,0,3.165,37.235,3.315,33.915,517.85,13.8325
W605S,71.5,76,0,50,22.75,0,0,1.1875,14.705,29.715,8.2,15.25,3.875,15.125,10.5,31.5,99.2,1.5,3.415,75.75,7.7,175.75,1,0,10.17,30.8,8.465,22.335,781.2,14
W64A,68.5,70,5,0,NA,0,0,1,15.72,20.85,NA,11.375,3.705,10.795,16.25,24.08,95.2,3,3.8,65.875,8.875,161.75,1.335,0,5,29.45,5.335,24.12,554.05,13.0825
W802G,66,68,100,0,NA,0,0,1,6.55,20.22,NA,8.42,2.92,4.42,9.83,8.33,52.5,NA,2.42,53.25,6.6,96.5,0,0,7.33,26.13,5.43,20.7,34.5,11.085
W809G,75.5,77.5,50,35,28.3,0,0,1,16.55,26.195,NA,16.33,3.83,14.915,13.5,25.42,91.45,1.5,NA,92,6.8,230,2.17,0,4.335,37.235,9.15,28.08,628.15,14.54
W810G,74.5,78,75,0,30.3,0,0,1,13.985,22.905,NA,14.54,3.58,12.04,11.5,19.75,82.8,0,3.61,80.875,8.05,166,0.835,0,11.165,37.53,8.85,28.685,297.1,12.4175
W811G,76,79,0,50,16.15,0,0,1,13.94,21.605,NA,16.75,3.585,12.96,14.415,25.75,77.4,2,3.635,77.375,7.025,193.5,1.5,0,12,29.835,10.815,19.02,596.2,15.165
W812G,76.5,78,0,2.5,27.2,0,0,1,11.895,22.51,NA,9.96,4.665,9.585,18,20.08,96.15,1.25,3.72,74.375,7.925,156.5,1.165,0,6,31.915,9.07,22.85,501.1,12.54
W813G,71,76,0,0,32.8,0,0,0.875,16.8,20.43,8.6,16.25,3.25,15.33,12.33,29.17,94.3,1,3.44,84.25,6.95,166,1,0,6,39.1,9.2,29.9,583.2,14.5
W814G,74.5,77.5,0,0,23.7,0,0,1,14.9,20.385,NA,11.915,3.71,9.08,16.085,20.915,76.45,1.25,3.155,65.75,7.8,116.5,1.165,0,2.5,36.62,3.43,33.18,431.05,11.7925
W815G,76,77.5,0,0,28,0,0,1,10.8,30.175,8,13.5,4.165,13.125,12.08,22.085,97.25,1,3.075,74,8.7,224,0.83,0,4.335,32.765,5.735,27.035,566.75,13.875
W816G,73.5,77,0,0,20.8,0,0,1,19.7,23.96,7.65,14.29,3.875,12.875,14.75,26,90.1,0.5,3.24,93.25,8.925,196.5,1.165,0,3.835,36.25,6.45,29.8,618.6,12.8325
W817G,75,79,0,95,NA,0,1,1.125,13.68,22.35,8.5,13.33,3.67,12.58,14,27,94.4,2.5,2.99,71.25,8.9,187,1,0,5.67,28.93,3.83,25.1,623.4,13.835
W818G,81.5,84,97.5,0,18.15,0,0.5,1,10.69,23.545,NA,11.125,3.375,10.33,12.835,22.665,92.8,2,3.37,77.75,8.075,223.75,1.67,0,10,30.42,10.485,19.935,459.25,17.125
W819G,75,77,0,10,19.6,0,0.5,1,13.825,22.98,8.45,15.455,3.955,14.75,16.5,25.83,95.55,2.75,NA,93.75,7.65,190.5,1.67,0,5.335,34.615,10.585,24.03,621.15,13.4575
W821G,76.5,78,0,1,28.6,0,0.5,1,15.495,22.885,8.6,14,3.875,13.33,14.165,27.415,95.2,1,2.505,59.875,9.275,183.75,0.5,0,3.335,28.585,3.685,24.9,588.1,15.5825
W8304,75,78,0,0,25,0,0,1,17.665,18.83,8.6,13.79,3.75,12.585,16.75,24.915,91.2,0.5,4.39,83.625,8.775,189,1.5,0,7.165,25.55,6.48,19.065,644.4,14.5
W8555,76,77,0,1,16.3,0,0,1,15.945,18.76,8.95,13.125,4.045,12.375,16.835,30.5,94.25,1,3.725,87.75,7.075,204.25,1.5,0,8.665,27.8,8.93,18.87,716.45,15.2075
W9,65,66,0,0,29.9,0,0,1.125,9.69,17.63,8.7,10.75,3.5,9.92,15.33,24,92.3,2,4.01,69.5,7.5,176,1,0,10,21.7,5.97,15.73,436.5,13.335
Wf9,72,74.5,52.5,1,36.95,0,0,1,21.78,25.105,8.05,13.46,4.085,12.375,16.5,28.915,91.95,2.25,NA,76.625,10.6,187.5,1,0,13.835,32.135,10.215,21.92,854.55,14.415
WIL500,77,79,0,50,24.6,0,0,1,19.07,25.13,NA,15.08,4,11.5,14,15.17,76.3,2.5,3.61,82,7.75,123.5,1.33,0,13,24.83,9.47,15.37,301.7,13.5
WIL900,74,77,30,45,40.55,0,0,1,15.95,24.915,8.2,17.04,3.915,15.915,12.17,37.335,93.3,1.75,3.36,73,9.075,167.5,1,0,4,38.185,7.33,30.85,832.55,13.875
WIL901,76,77,25,25,37.75,0,0,1,11.32,29.895,NA,15.625,3.71,14.665,10.67,24.165,93.85,1.75,2.565,73.875,9.35,191.25,0.835,0,9.665,42.32,9.17,33.15,489.05,13.04
WIL903,73,77,90,10,27.9,0,1,1,15.36,27.33,8.4,16.67,3.92,16.17,12,39.33,97,2,3.12,63,10.25,184,2,0,8.67,32.63,6.5,26.13,994.3,14
