Replicate,Row,Column,GenotypeID,DaysToPollen,DaysToSilk,RootLodgingPct,StalkLodgingPct,LeafAngle,PoorGerm,PotentialPollenContamination,EarsPerPlant,CobWeightGrams,HundredKernelMassGrams,GrainPercentMoisture,EarLengthCM,EarWidthCM,EarFilledLengthCM,KernelRowNumber,KernelsPerRow,PercentFill,SouthernRustSeverityScore,LeafAreaIndex,LeafLengthCM,LeafWidthCM,PlantHeightCM,ExtantLeafNumber1,NodesWithBraceRoots,TillersPerPlant,ExtantLeafNumber2,BranchesPerTassel,TasselLengthCM,BranchZoneLengthCM,TasselSpikeLengthCM,TotalGrainMassGrams
2,32,1,K201,81,81,100,10,35.1,N,N,1,13.76,33.36,8.6,12.25,3.58,11.58,11.67,22.67,94.5,1,4.4,70,9.2,210,16,2,0,14.67,13,24.23,10.57,13.67,587.6
2,32,2,LH189Ht,73,76,0,0,33.2,N,N,1,12.07,26.7,8.5,14.67,3.25,14.08,11,32.83,96,2,4.08,81,9.35,174,12.5,1.33,0,13.33,2,31.67,2.6,29.07,606.2
2,32,3,AQA3,67,68,0,100,?,N,N,1,11.23,16.54,8.3,15.33,3.25,13.25,14,31.33,86.4,2,2.73,70.75,6.8,165,11.5,0.67,0,10,6.33,28.77,8.1,20.67,571.7
2,32,4,PHW80,71,72,0,20,24.2,N,N,1.125,14.21,18.69,?,11.92,3.67,10.33,13.67,26.5,86.7,3,3.86,57.75,9.05,172.5,12,1,0,13.33,6,27.6,6.87,20.73,488.7
2,32,5,NC236,81,83,0,95,15.3,N,Y,1,9.82,26.1,?,12.33,2.75,5.83,9.33,15.67,47.3,2,4.25,77,8.95,153,13.5,2,0,13,13.67,31.77,11.97,19.8,301.8
2,32,6,SD102,72,76,0,5,28.5,N,N,1.25,9.57,17.11,8.6,10.75,3,9.33,13.67,26,86.8,1,3.71,69.25,8.6,141.5,12.5,1.33,0,13.33,5.67,25.03,5.07,19.97,539.5
2,32,7,B107,72,77,0,10,43.6,N,N,1,17.37,39.67,?,13.25,3.33,10.75,11,22,81.1,2.5,4.4,78.75,8.6,180,11.5,1,0,12.67,7.33,32.77,9.17,23.6,530.1
2,32,8,PHHH9,77,79,0,2,17.6,N,N,1,16.27,30.69,8.4,12.67,4.17,11.25,15.83,23.33,88.8,2,3.62,79.25,8.55,206.5,14.5,1,0,16,5.33,34.87,6.57,28.3,718.9
2,32,9,H84,73,79,1,0,44.1,N,N,1,15.45,21.75,8.5,12.33,3.67,11,13,27.5,89.2,2.5,3.87,66.75,7.55,159,14,0,0,16.33,6.67,27.43,4.27,23.17,632.1
2,32,10,Ia453,66,72,0,100,?,N,N,1,7.79,17.33,?,13.75,2.5,6.33,10,15,46,?,4.44,75,7.55,134,11,0,0,12.33,13,37.67,9.53,28.13,288.4
2,32,11,HP301,76,81,95,0,51.4,N,N,1.25,8.93,11.16,?,10.75,2.33,7.17,12,18.67,66.7,1,3.44,82,7.55,140.5,14.5,0.33,0.67,14,17.67,34.5,14.63,19.87,234.3
2,32,14,CM7,62,62,0,0,?,N,N,1,6.98,25.22,?,9.92,3.17,9.75,11.83,17,98.3,?,3.27,65,7.05,107.5,8,0.67,0,12,4.67,42.43,10.27,32.17,269.2
2,32,15,MS142,67,63,10,0,?,N,Y,1,12.66,23.03,8.3,14.08,3.42,12.5,13.67,27,88.8,?,1.41,57.5,6.3,146,10.5,0.67,0,12.33,11.33,32.43,9.37,23.07,583.9
2,32,16,ND262,62,60,0,0,?,N,N,1,13.45,24.24,8.1,9.75,2.92,9.33,14,20.33,95.7,?,3.63,54.5,7.2,110,9.5,1,0,12,12.33,31.73,9.73,22,397.3
2,32,17,N217,77,77,1,0,32.6,N,N,1.125,12.35,19.16,7.9,14.33,3.42,13.42,14,30.17,93.6,1.5,3.69,78.5,6.4,160,11.5,1.33,0,14.33,7.33,31.4,8.33,23.07,572.5
2,32,18,H49,73,76,0,50,54.2,N,N,1,9.95,20.69,9,11,3.58,9.92,17.33,23,90.2,2.5,4.75,78.5,9.3,162.5,14,1,0,15.33,10.67,34.43,9.87,24.57,486.2
2,32,19,K64,80,81,100,0,35.2,N,N,1,17.14,25.72,8.7,12.17,3.75,11.25,14.67,23.67,92.4,1,4.13,82,7.85,188.5,16,0,0,15.33,12,32.43,6.83,25.6,630.4
2,32,20,LH51,77,77,0,0,34.5,N,N,1,10.12,32.87,8.1,17.5,3,16.67,10,27.17,95.3,1.5,2.75,74.75,7.65,163.5,11.5,1.33,0,14,6,36.53,8,28.53,642.6
2,32,21,B97,72,77,100,0,34,N,N,1,15.6,30.31,8.3,12.83,3.58,12.58,13,24,98.1,2,2.48,65.5,10,166,11.5,1.67,0,13,12.33,35.93,8.57,27.37,691.4
2,32,22,CO255,62,65,0,100,?,N,N,1,10.66,23.12,7.7,14.75,3.67,14,13,25,94.9,?,3.15,62.5,7.25,154,11,0,0,12.67,7.67,26.63,7.6,19.03,462.9
2,32,23,B7,77,81,0,90,34.8,N,N,1,16.52,24.37,8.2,14.67,3.5,9.17,14.33,18.33,62.5,2,3.35,84,8.95,195,13.5,1,0,15,12.47,35.8,15,20.8,402.3
2,32,24,CQ702RC,71,77,0,30,23.3,N,N,1,12.36,25.5,8.8,17.33,3.67,13.92,12.67,26.17,80.3,1,4.21,92.75,8.05,204,12.5,1.67,0,15,9.33,34.2,11.7,22.5,548.2
2,32,25,CI_21E,80,81,50,0,34.9,N,N,1,15.83,26.15,8.3,13.33,3.67,10.67,14.33,24.33,80,2,5.2,92.5,8.85,217,16.5,1,0,16,8,33.03,12.13,20.9,479.9
2,32,26,A322,66,67,100,80,?,N,N,1,14.54,23.13,8.4,13.5,3.33,12.75,12.83,29.5,94.4,2.5,2.84,62.5,8.5,173.5,12.5,0.33,0,13.33,16,29.97,9.5,20.47,565.3
2,32,27,B97,71,77,100,0,43.8,N,N,1,14.62,27.85,8.7,12.5,3.58,11.17,13.33,23.5,89.4,2.5,4.09,70,10.25,161,12,2,0,13,11,32.8,10.27,22.53,552.6
2,32,28,B97,73,76,100,75,29.9,N,N,1,12.4,32.03,8,10.92,3.42,9.5,12.67,19.33,87,2,5.28,67.25,9.5,179,12.5,2.33,0,14.67,13.33,28.23,7.13,21.1,432.1
2,33,1,Il778d,71,76,0,100,?,N,N,0.75,8.32,19.7,?,13.42,3.67,9.33,13.67,20.33,69.5,?,3.66,74.75,7.65,136.5,11,0,0,12.33,13.67,33,15.13,17.87,253.3
2,33,2,NC326,77,79,0,0,17.6,N,N,1,16.77,20.43,9,13.83,4.25,11.75,16.67,26.5,85,1,4.71,83.75,8.25,194,15.5,1.67,0,13.33,8,31.1,8.03,23.07,635.7
2,33,3,DE3,76,77,20,0,28.7,N,N,1,13.35,23.57,8.2,13.58,4.08,12.42,14.33,23.83,91.5,2,3.64,60,8.5,153.5,14.5,1,0,15,6.67,24.97,5.27,19.7,505.2
2,33,4,ND247,66,68,0,100,?,N,N,1,14.82,20.66,?,13.58,3.5,10.5,13,17.33,77.3,?,2.77,61,5.8,104.5,9.5,1,0,14.67,17,33.83,12.67,21.17,156.2
2,33,5,CS608,71,72,0,1,25.1,N,N,1,14.39,24.09,9.2,14.42,3.75,13.5,12,27.17,93.6,3,3.5,78,8.55,156.5,10,1,0,12.67,4,28.1,6.9,21.2,538.7
2,33,6,CML_154Q,86,86,0,40,19.6,N,N,1,17.63,16.84,8.8,14.42,4.08,13,15.67,27.83,90.2,1,3.9,89.75,8.05,169,15.5,0.33,0,16,14.33,33.83,7.6,26.23,482.2
2,33,7,PHJ31,81,89,0,0,29.3,N,N,1,23.48,39.26,?,14.5,4.67,12.33,12.33,16.83,85,3,4.46,87.75,10.75,180,13,1,0,13.67,5.33,34.67,6.83,27.83,387.1
2,33,8,R30,77,83,0,80,18,N,N,1,17.55,29.14,8.8,15.83,4.33,14.83,13.33,27.83,93.7,1,3.83,86.25,8,174,13,1,0.33,14.33,16,33.17,12.3,20.87,623.5
2,33,9,W802G,66,68,100,0,?,N,N,1,6.55,20.22,?,8.42,2.92,4.42,9.83,8.33,52.5,?,2.42,53.25,6.6,96.5,11.5,0,0,10.67,7.33,26.13,5.43,20.7,34.5
2,33,10,B97,76,81,100,0,39,N,N,1,16.04,26.15,7.9,13.58,4.5,12.67,13.33,23.5,93.3,2,2.74,69,9.45,156.5,?,2,0,13,12,30.4,7.9,22.5,639.3
2,33,11,4F-234_BX_4,76,77,100,0,33.3,N,Y,0.75,13.97,20.49,?,13.08,4.33,12.58,16.33,31.17,96.2,?,?,74.75,8.6,191,11.5,0.67,0.67,15.33,23,32.17,11.73,20.43,460.7
2,33,12,Mo39,81,81,100,0,42.6,N,N,1,13.35,28.33,?,13.58,4.33,11.75,13.67,25.5,86.5,1,4.2,83,8.4,?,?,1,0,14.33,4.67,32.57,5.1,27.47,578.6
2,33,13,78551S,72,73,0,0,55.4,N,N,1,19.27,29.98,8.6,18.5,4.42,16.17,12.33,31.33,87.4,1,3.75,80,8.65,185,12,1,0,13.33,6.67,38,10.33,27.67,709.2
2,33,14,LH181,72,77,0,0,52.4,N,N,1,13.04,19.06,7.9,16.58,3.83,16.17,13,36.83,97.5,2,3.7,84.5,10.85,192,11,1.67,0,14.67,5.33,37.87,5.57,32.3,725.6
2,33,15,52220,77,78,95,0,19.3,N,N,1,9.11,27.72,?,12.67,3.5,10.5,9.67,21.33,82.9,2,3.42,60.25,7.35,105,11.5,1,0,15.33,7.67,29.1,8.4,20.7,305.8
2,33,16,Ky226,79,82,100,0,59.7,N,N,1,17.48,25.52,?,12.67,4.08,11.33,13.67,20,89.4,1,4.58,84.5,7,180,13,0.33,0,15,12.67,34.1,6.63,27.47,394.2
2,33,17,B97,71,77,100,0,36.1,N,N,1,16.65,31.05,8.6,14.08,4.42,13.42,12.67,27.33,95.3,2,3.75,65.75,9.9,161.5,13.5,0.67,0,14.67,12.33,35,9.87,25.13,728.7
2,33,18,A659,69,73,100,0,35.2,N,N,1,17.54,23.5,8.6,13.33,4.25,12.33,15.33,23,92.5,2,3.89,88.5,8.45,166.5,11.5,0.67,0,12.67,17.67,32.13,15.13,17,531.3
2,33,19,DE1,77,79,5,0,23.6,N,N,1,21.05,22.05,9.4,13.33,5.08,11.33,16.33,25.17,85,1,4.42,77,9.4,171.5,12,1.33,0,12.67,14.33,32.63,11.33,21.3,577.8
2,33,20,DK3IIH6,68,71,0,0,34.4,N,N,1,9.74,22.1,8.5,14.75,4,12.83,15,25.5,87,2,4.4,74,7.1,155.5,12,1,0,13.33,12.67,34.27,10.73,23.53,630
2,33,21,B97,71,77,100,0,51.4,N,Y,1,14,28.47,8.6,12.83,4.25,12.33,12.67,23,96.1,2,4.02,63.5,9.75,171.5,12,2,0,12,8.67,32.57,6.33,26.23,600
2,33,22,Yong_28,77,78,100,0,?,N,N,0.625,19.71,29.92,?,14.2,4.7,12.7,14.8,21.6,89.4,?,?,77.25,7.9,?,11.5,1,0,14.67,28,33.13,16.63,16.5,353.8
2,33,23,B97,71,78,100,0,42.2,N,N,1,16.76,30.02,8.6,14.33,4.17,13.5,13,25.17,94.2,2,3.21,67.25,10.25,159,11,1.33,0,13,11,32.67,8.2,24.47,671.1
2,33,24,ND246,61,63,0,0,?,N,N,1,10.67,16.6,?,12.67,3.17,11.67,11.67,25.33,92.1,?,3.98,59.5,6.85,155.5,11,0.67,0,12,12.67,28.67,10.6,18.07,325.8
2,33,25,H124w,76,79,90,0,29.4,N,N,0.875,11.93,32.28,?,10.5,4,9.25,13,17.67,88.1,2,3.86,91,8.15,192,14.5,1,0,13.67,7,26.93,10,16.93,368.3
2,33,26,MS72,67,72,5,0,40,N,N,1,9.03,27.57,?,12.33,3.75,8.67,12.33,19.5,70.3,2,4.15,73.5,8.15,181,12.5,1,0,14.67,12,30.97,6.9,24.07,423.1
2,33,27,N28Ht,77,77,0,95,52.1,N,N,1,16.42,20.55,8.8,13.67,4.08,12.67,17,28.17,92.7,2,5.27,76.5,8.2,180.5,14,1.33,0,14.67,10,28.83,8.27,20.57,604.1
2,33,28,N199,77,79,0,0,41.5,N,N,1,16,24.16,8.7,15.08,4.08,13.25,13.33,25.17,87.9,1,3.99,89,7.75,196.5,17,2.33,0,15.33,1.33,28.7,1.4,27.3,492.9
2,34,1,PHGG7,64,65,0,95,?,N,N,1,8.88,18.81,7.5,10.58,3.5,9.92,12.33,15.33,93.8,?,3.19,72.75,6.85,195,12,1,0,12,9.67,33.47,11.2,22.27,334.3
2,34,2,CG10,65,64,0,10,?,N,N,1,7.93,18.76,8.4,10.67,3.83,10,16,20.67,93.7,?,3.13,66.25,9.4,130,10.5,1,0,13.33,11,31.97,8.6,23.37,489.5
2,34,3,PHW86,67,71,0,0,28.6,N,N,1,11.25,25.06,7.8,13.92,3.5,12.75,13.33,25.67,91.6,2,3.49,72.75,8.3,153.5,11.5,1,0,12.67,9,24.7,5.2,19.5,630.9
2,34,4,LH202,71,73,0,5,18.4,N,N,1,13.69,15.94,?,12.42,3.42,12,15.67,26.5,96.6,2,3.69,76.25,8.5,160.5,12,1,0,12.67,5.33,26.27,6.63,19.63,545.4
2,34,5,R227,77,86,0,5,50.4,N,N,1.125,19.86,25.36,7.7,15.75,3.58,11.92,13,21.67,75.7,2,4.66,90,10.55,181,13.5,1.67,0,15.33,6.67,27.1,8.5,18.6,542.9
2,34,6,IBC2,71,76,0,0,24.6,N,Y,1,14.13,24.27,7.9,14.58,3.33,14.25,11.67,23.83,97.7,2.5,3.51,72,7.85,161.5,10,1,0,11.67,9,30.83,6.83,24,567.5
2,34,7,6M502A,76,81,0,1,31,N,Y,1,14.46,20.87,8.2,13.33,3.67,12.33,14.33,19.17,92.5,1,4.33,79,9.4,156.5,10.5,1.67,0,13,9.67,38.77,10.2,28.57,469.2
2,34,8,B97,76,79,100,5,36.6,N,N,1,14.6,32.42,?,12,3.5,11.58,11.67,18.17,96.5,2,3.68,69,10.15,161.5,12,2,0,15,11,31.03,7.43,23.6,555.9
2,34,9,B97,76,77,100,0,35.8,N,N,1.125,15.42,26.7,7.8,12.33,3.67,12.08,13.33,22.33,98,2,3.99,65.5,9.8,170.5,11.5,2.67,0,12.67,12.33,37.37,7.13,30.23,670.3
2,34,10,PHP02,67,69,0,0,30,N,N,1,14.42,27.89,8.3,14,3.67,12.83,14,21.17,91.6,2,3.56,75.5,8.75,158,10.5,1,0,14,15,29.23,11.07,18.17,663.8
2,34,11,ND167,63,63,50,0,?,N,N,1,7.41,13.3,?,10.33,3,9.58,10.5,15,92.7,?,1.91,49.5,6,108.5,9,0,0,12,11,25.03,7.3,17.73,201
2,34,12,LH222,71,72,0,10,?,N,N,1,13.95,22.62,7.2,15.08,3.5,13.75,14,29,91.2,2,3.59,67.5,7.2,153.5,11.5,1.33,0,13,5.33,30.6,5.37,25.23,587.2
2,34,13,N218,76,79,0,1,45,N,N,1,21.27,20.55,8.9,18.67,3.58,16.08,15,26.67,86.1,2,3.6,88.25,7.6,176.5,13.5,1,0,15.33,4.67,35.67,7.83,27.83,556.7
2,34,14,ICI_893,77,79,0,0,23,N,N,1,14.02,21.13,8,13.33,3.75,12.75,15.33,22.5,95.6,3,4.92,70,7.95,149,13,1.33,0,14,9,28.93,8.27,20.67,584.3
2,34,15,Lp215D,69,73,50,0,36.9,N,N,1,14.33,33.76,?,14.42,3.58,11.83,12.67,18,82,2,4.54,71.25,9.35,166,12,1.33,0,13,3,37.87,6.2,31.67,551.6
2,34,16,CI_28A,76,80,0,80,35.8,N,N,1,25.45,21.01,8.2,13.42,3.92,12.17,13.33,20.5,90.7,1,5.16,75,9.75,186,14,1.67,0,15,9.67,30.17,6.37,23.8,518.9
2,34,17,LH212Ht,76,77,0,75,37.7,N,N,1.25,10.5,18.84,8.6,13.33,3.5,12.75,12,25.17,95.6,3.5,4.14,77.5,8.45,168.5,12,1,0,12.33,4,35.53,5.13,30.4,482.5
2,34,18,C103,73,78,0,0,44.7,N,N,1,15.99,30.91,?,15.08,3.25,13.58,10,20,90.1,1,3.71,89.5,6.85,165.5,11,1,0,14,14.33,35.97,11.13,24.83,379.1
2,34,19,DK78002A,73,76,0,0,26.8,N,N,1,12.09,31.76,?,13.17,3.5,12.17,12.33,16.67,92.4,3.5,4.45,92.5,6.85,178,13.5,1,0,15.33,12.33,31.17,8.53,22.63,522
2,34,20,DK78010,72,76,0,0,29.3,N,N,1,16.15,26.56,7.9,12.92,3.58,12.83,14.67,22.67,99.3,3,4.12,75.5,7.8,153.5,13,0.67,0,15,6.33,30.57,7.03,23.53,564.5
2,34,21,NC338,85,85,100,0,?,N,N,1,6.9,17.09,?,9.08,3.08,8.17,11.33,14,90,1,3.19,56,8.7,169,13,1.67,0.33,13.33,10.67,22.2,8.3,13.9,200
2,34,22,NC318,79,81,5,0,19.9,N,N,1,9,22.57,?,12.33,3.08,11.58,11.67,19.17,93.9,2,4.37,91,7.8,169,15,0.33,0,15,19.67,33.07,11.67,21.4,417.4
2,34,23,YING-55,66,71,95,0,41.8,N,N,0.875,11.1,31.82,?,9.67,3.33,8.08,11.67,13.33,83.6,3,?,77,8.6,163.5,11.5,0.33,0,11.33,12.33,37.43,10.33,27.1,258.8
2,34,24,MS67,77,79,50,0,60.4,N,N,1,14.32,17.73,8.2,16,3.08,14.17,13.33,24.5,88.6,2,4.03,62.25,10.4,148.5,13.5,0.67,0,14.67,20.67,26.1,9,17.1,386.9
2,34,25,PHVJ4,64,64,0,0,38,N,N,1,14.49,24.23,7.7,13.75,3.42,12.75,12.67,20.67,92.7,3,3.23,77.25,7.3,172.5,11,1,0,12,4,34.77,9.77,25,408.9
2,34,26,Tx303,85,91,100,0,25.9,N,Y,0.625,11.77,30.18,?,11.9,3.2,9.5,12.4,17.4,79.8,2,2.98,87.5,9.5,218,13.5,2.33,0,15.67,18.67,40.33,13.37,26.97,272
2,34,27,W23,71,73,0,100,59.1,N,N,1,10.87,14.55,8.3,12.58,3.08,12.58,14.33,31.67,100,2.5,3.64,71.75,8.6,203.5,12.5,1.33,0,12.33,12.33,30.17,11.5,18.67,578.5
2,34,28,LH82,69,71,0,20,19.3,N,N,0.875,8.39,17.44,7.9,11.42,3.67,9,20.33,20.17,78.8,2,3.48,68.25,9.15,145,11,1,0,13.33,6,32.8,6.73,26.07,474.2
2,35,1,PHP85,73,77,0,0,22.3,N,N,1,14.21,27.92,8.3,13.92,4.17,12.25,15,22.5,88,2,3.9,85,9,181.5,13,1,0,14.33,4.33,35.07,8.5,26.57,707.3
2,35,2,R71,73,77,100,0,30.6,N,N,1,9.48,22.77,?,11.58,4,10.42,14.33,17,90,3,4.49,82.25,8,157,13,1,0,13.67,15.33,23.87,10.53,13.33,328.2
2,35,3,PHT10,77,78,0,0,12,N,N,1,13.37,24.33,8.1,13.42,3.5,12.33,14.5,22.83,91.9,2,3.42,78.5,7.55,194,13.5,1.67,0,14.67,9,30.33,9.2,21.13,573.6
2,35,4,NK907,64,65,0,0,67.3,N,N,1,17.67,26.76,?,12.08,3.5,11.5,11.83,19.17,95.2,2,3.33,69.25,7.1,149,11,1,0,11.67,2.67,32.93,4.33,28.6,450.8
2,35,6,A96,64,64,100,0,?,N,N,1,12.91,24.52,?,11.17,3.42,11,9.83,25.5,98.5,2,3.6,68.25,8.65,128,10,0.67,0,12.67,5,34.07,7.13,26.93,360.6
2,35,7,2369,76,77,0,2,20.9,N,N,1.125,17.83,22.38,8.1,16.5,4.25,15.33,14.33,29.83,92.9,1,4.1,75.75,8.7,199,14,1,0,15,5.67,25.57,6.03,19.53,792.5
2,35,8,F115,69,73,75,95,62.3,N,N,1,9.44,21.14,?,9.58,3.17,9.25,13,16.33,96.6,1,1.85,54.75,7.6,117,8.5,1.33,0,11.67,5,26.33,3.4,22.93,251.4
2,35,9,PHR61,76,77,0,0,33.8,N,N,1,14.28,23.77,7.3,14,3.75,13.33,13.67,29.5,95.2,3.5,3.62,75.25,9.1,196,13.5,0.33,0,15.67,2,30.83,2.4,28.43,670.9
2,35,10,PHB09,72,76,0,0,39,N,N,1,11.51,32.84,?,10,3.83,9.33,13,16.67,93.3,1.5,3.66,64.5,8.95,149,12.5,0.67,0,13.67,5,33.8,7.43,26.37,454.8
2,35,11,Chi-tan_120,71,?,0,95,45.7,N,N,1,9.25,15.38,7.5,13.04,4,12.42,15,28.58,95.2,1,4.53,77.5,9.55,155,12.5,1.33,0,13.33,13,30.77,10.33,20.43,504.4
2,35,12,B97,76,79,100,0,38.3,N,Y,1,14.92,30.53,8.3,11.83,4.08,11.83,12.17,22.5,100,2,3.7,65.5,9.4,168.5,12.5,3,0,15.67,10.13,37,7.87,29.13,576.9
2,35,13,Mt42,63,64,0,100,?,N,N,1,8.39,12.94,?,12.08,3.17,11.67,13.17,26,96.6,?,3.42,63.75,7.2,111.5,10.5,0,0,12,12,25.03,8.1,16.93,337.3
2,35,14,W818G,82,83,95,0,15.5,N,N,1,10.32,23.31,?,11.33,3.5,10.83,13.5,23.33,95.6,2,3.68,69,7.25,227.5,16,1.67,0,17,9.67,32.47,11.17,21.3,454.4
2,35,15,CO257,76,79,100,0,46.3,N,N,1,7.98,32.62,?,6,3.42,4.58,12.17,7.33,76.3,3,3.62,67.25,7.3,124,10.5,0.33,0,12,11.33,30,9.57,20.43,142.6
2,35,17,Mo15W,77,81,100,0,26.1,N,N,1,13.55,25.98,?,12.33,3.58,11.5,12.67,22.5,93.3,3,3.4,79.5,8.8,180.5,13.5,0.67,0.33,17,16.33,23.6,10.67,12.93,393
2,35,18,WIL900,76,77,60,0,46.8,N,N,1,14.85,24.09,7.6,15.83,3.83,14.5,11.67,35,91.6,2,3.6,72.25,9,163,13,0.67,0,14.33,4.33,38.5,8.03,30.47,778.4
2,35,19,PHT22,76,77,0,0,33.4,N,N,1,18.25,24.03,7.7,14.08,4.5,13.5,14,27.67,95.9,3,4.61,75.75,9.5,167.5,13,1,0,14,6.67,33.73,7.67,26.07,672.1
2,35,20,AusTRCF_306238,77,79,100,0,28.5,N,N,1,13.45,25.71,7.2,14.42,4.58,14.17,13,30,98.3,2,4.56,65.5,8.75,180,13.5,0,0,17.33,12.67,31.67,7.53,24.13,692.3
2,35,21,DE811,77,79,95,0,14.7,N,N,1,11.07,18.57,8.4,13.25,3.67,11.92,15,26.33,90,2,2.81,82,6.25,191.5,13,1,0,13.67,6.33,31.4,8.73,22.67,519.2
2,35,23,Hi26,81,85,100,0,22.7,N,N,0.625,10.62,34.42,?,11.2,3.2,7.7,10.4,8.6,68.8,2,3.4,98.25,9.8,162.5,13,1,0,15,11.33,36.27,9,27.27,126.5
2,35,24,LH175,67,67,100,0,38.2,N,N,1,10.23,17.69,7.6,12.58,4.83,11.75,19.33,29.33,93.4,2,4.03,66,9.7,132.5,10.5,1,0,14.33,3,32.5,2.87,29.63,653.4
2,35,25,B97,77,78,100,0,38.3,Y,N,1.125,14.63,29.47,7.6,12.58,3.83,12.17,13,24.83,96.7,2,?,66.75,9.7,175.5,12.5,2,0,14,12.33,31.47,7.33,24.13,563.2
2,35,26,B97,73,76,100,2,37.7,N,Y,1,25.47,24.55,7.9,18,4.67,16.75,13,27.83,93.1,2,3.93,64.25,10.25,174,12,2.67,0,15,14,34.43,7.77,26.67,619.6
2,35,27,B10,79,83,0,60,47.4,N,N,1,14.99,27.52,7.2,13.08,4.42,12.92,15,23.5,98.8,1,5.39,93,8.75,187.5,16,1,0.33,15.33,16,31.87,11.9,19.97,562.6
2,35,28,B101,80,84,0,5,16.6,N,N,1,11.65,19.41,8.2,13.33,4,12.92,16.17,25.17,96.9,2,4.73,77.25,8.75,202.5,15.5,1,0,18.33,28.67,35.37,14.93,20.43,468.3
2,36,1,B97,72,78,95,0,40.4,N,N,1,13.83,28.89,8.7,12.83,3.58,12.33,14,24.67,96.1,2.5,4.2,68.75,10.35,175,13,2.33,0.33,14.33,15,35.27,9.2,26.07,566.2
2,36,2,B97,76,79,100,0,36.9,N,N,1,12.88,26.63,8.7,11.83,3.67,11.5,13.67,23.5,97.2,3,4.26,75.5,9.8,161,11.5,1.67,0,14.33,9.67,36.13,6.73,29.4,518.7
2,36,3,PHP60,86,87,100,0,28.9,N,N,1,11.83,22.54,?,14.25,3.42,12.5,13.67,24,87.7,3.5,4.69,83.25,7.9,196,15,1,0,17.33,8.33,33.9,8.57,25.33,456
2,36,4,Oh40B,76,81,100,0,?,N,N,1.125,12.71,21.67,?,15,3.08,13.33,10.33,24.5,88.9,3,?,76.5,8,160,12,0.67,0,13.33,9,35.7,9.13,26.57,404.9
2,36,5,PHR58,76,78,50,0,23.7,N,N,1,26.35,20.89,8.4,19.92,3.83,18,13.33,41.17,90.4,1,3.47,74,9.2,194,13,1.67,0,14.67,7,38.2,8.5,29.7,925.7
2,36,6,LH60,77,78,95,0,25.6,N,N,1,17.43,23.63,8.8,14.25,3.75,13.08,14.33,28.83,91.8,2,4.19,69,8.5,177,12,1.67,0,16,4.33,31.4,4.67,26.73,694.9
2,36,7,PHN82,71,77,0,0,37.9,N,N,1,17.94,26.14,8.7,12.9,4.7,11.4,16.4,23.6,88.4,3,4.33,74.25,8.9,144,11,1.33,0,14,8.33,31.67,8.37,23.3,673
2,36,9,Oh7B,79,83,80,0,16.9,N,N,1,13.06,22.52,8.5,15.5,3.17,14.58,13.67,26.17,94.1,1,3.95,87,7.2,190,12.5,1,0,14.33,9.67,34.87,9.43,25.43,560.6
2,36,10,A508,64,64,0,60,?,N,N,0.875,18.11,18.75,?,11.08,3.5,10.33,15.67,21.67,93.2,?,3.84,68,7.1,144.5,10,0.33,0,14,7.67,33.47,7.1,26.37,392.3
2,36,11,R225,79,81,50,10,35,N,N,1.125,12.49,25.26,8.3,11,3.58,10.25,13,19.33,93.2,2,3.16,87.25,7.25,201.5,16.5,1,0,18,13,32.53,12.13,20.4,515.6
2,36,12,Pa762,76,78,60,10,38.4,N,N,1,16.25,25.26,?,14.58,3.33,12.83,13.67,27,88,1,3.8,66.5,9.4,164,13.5,2,0,15.33,7.33,26.33,5.87,20.47,532.8
2,36,13,L_127,66,68,0,0,42.5,N,N,1,14.91,24.98,9.3,14,3.25,10.83,13,24.83,77.4,3,4.03,67.75,6.8,137.5,11,2,0,12.67,14.67,30.67,12.43,18.23,542.5
2,36,14,K148,77,84,0,98,26.6,N,N,1,11.6,19.26,?,11.75,2.75,10.25,11,22.5,87.2,3,3.24,83.5,7.1,173.5,11,1.67,0.33,15.33,11.67,32,9.77,22.23,184.9
2,36,16,B97,73,77,100,0,36.8,N,N,1,8.38,26.27,9.2,13.17,3.92,12.33,13,24.67,93.6,2,3.59,69.25,10.3,171.5,12.5,1.33,0.33,14.33,15.33,34.47,9.97,24.5,692.5
2,36,17,4N506,76,77,100,90,39,N,N,1,15.08,20.92,8.7,13.42,3.42,12,14.33,27.5,89.4,1.5,4.22,78.75,6.8,189.5,15,1.67,0,17.67,3.67,26.23,5.2,21.03,572.1
2,36,18,CM105,64,66,0,0,?,Y,N,1,18.31,22.76,9,14.42,3.67,12.58,13.67,27.33,87.2,2,2.57,74,6.55,137.5,11,2,0.33,10.67,5,27.53,4.17,23.37,562.4
2,36,19,Pa392,69,71,40,10,61.5,N,N,1,13.86,19.07,8.6,13.83,3.25,12.67,13.67,29.33,91.6,2,4.08,87.5,8.2,153,11,1.67,0,15,6.33,31.77,9.23,22.53,444.2
2,36,20,LH208,76,78,5,0,48.7,N,N,1,9.39,18.56,?,13.08,2.83,11.67,14.17,22.17,89.2,2,3.6,85.5,7.5,168.5,11.5,1.67,0,13.33,5,36.67,7.7,28.97,317
2,36,21,2FACC,71,72,100,0,32.3,N,N,1,15.26,28.91,8.6,11.67,3.83,10.75,13.67,22.33,92.1,3,3.8,74.75,8.15,179,13,2.33,0,15,6.67,30.57,6.4,24.17,629.5
